TRADE_AREA
"POLYGON ((-48.202775 -21.78337, -48.202256 -21.777591, -48.195868 -21.767351, -48.195729 -21.767241, -48.194192 -21.76605, -48.178984 -21.758595, -48.178881 -21.75854, -48.177133 -21.758835, -48.175123 -21.759197, -48.163377 -21.765117, -48.162202 -21.766185, -48.161119 -21.769152, -48.160982 -21.769797, -48.164572 -21.785142, -48.165071 -21.787151, -48.17099 -21.797657, -48.172743 -21.799874, -48.172804 -21.799891, -48.173247 -21.799941, -48.17331 -21.799938, -48.190207 -21.794459, -48.19326 -21.792924, -48.199759 -21.788612, -48.201836 -21.786845, -48.202775 -21.78337))"
"POLYGON ((-51.157998 -30.010757, -51.158017 -30.010397, -51.147921 -29.997856, -51.140283 -29.99217, -51.139924 -29.992153, -51.130029 -29.994385, -51.129739 -29.994598, -51.12882 -30.011357, -51.128813 -30.011717, -51.14222 -30.018674, -51.14258 -30.018664, -51.147653 -30.018095, -51.148718 -30.017734, -51.157998 -30.010757))"
"POLYGON ((-43.977633 -19.856239, -43.973344 -19.843355, -43.973297 -19.843271, -43.969255 -19.838128, -43.965514 -19.83617, -43.96519 -19.836328, -43.952186 -19.852731, -43.948215 -19.8549, -43.947993 -19.855184, -43.943514 -19.861125, -43.943455 -19.861481, -43.944908 -19.870244, -43.950799 -19.881554, -43.951138 -19.881675, -43.957141 -19.878643, -43.973179 -19.865964, -43.973309 -19.865696, -43.974034 -19.864193, -43.977068 -19.857892, -43.977165 -19.857673, -43.977262 -19.857455, -43.977633 -19.856239))"
"POLYGON ((-47.102451 -22.929474, -47.102432 -22.92939, -47.09723 -22.916535, -47.093188 -22.907948, -47.08409 -22.901351, -47.072823 -22.898896, -47.069275 -22.899508, -47.061454 -22.900983, -47.059289 -22.90173, -47.055447 -22.908546, -47.054081 -22.91165, -47.052312 -22.921504, -47.054792 -22.930122, -47.061442 -22.948175, -47.059719 -22.951196, -47.062845 -22.95298, -47.064569 -22.949959, -47.06557 -22.948178, -47.066564 -22.946408, -47.067125 -22.945451, -47.087623 -22.945614, -47.089648 -22.946622, -47.097458 -22.944414, -47.098681 -22.943875, -47.103819 -22.937675, -47.102451 -22.929474))"
"POLYGON ((-46.701239 -23.606121, -46.701234 -23.606101, -46.700682 -23.605242, -46.682045 -23.599966, -46.672995 -23.60043, -46.661882 -23.602391, -46.661591 -23.602626, -46.661007 -23.604834, -46.660795 -23.6096, -46.66012 -23.621407, -46.659796 -23.626826, -46.659854 -23.627429, -46.662015 -23.635897, -46.662351 -23.636931, -46.663319 -23.639252, -46.67818 -23.640524, -46.697848 -23.641271, -46.697878 -23.641253, -46.698519 -23.638828, -46.702353 -23.619876, -46.701884 -23.610001, -46.701825 -23.609554, -46.701239 -23.606121))"
"POLYGON ((-46.503083 -23.514049, -46.502163 -23.511321, -46.494434 -23.505218, -46.482021 -23.491542, -46.480477 -23.490498, -46.480181 -23.490311, -46.47831 -23.49118, -46.466354 -23.497121, -46.455953 -23.504398, -46.448997 -23.511978, -46.448736 -23.515568, -46.454516 -23.52196, -46.467966 -23.536912, -46.468118 -23.537985, -46.470984 -23.540125, -46.471229 -23.540155, -46.477915 -23.539991, -46.479362 -23.538895, -46.490749 -23.529547, -46.495521 -23.524843, -46.50169 -23.51777, -46.503083 -23.514049))"
"POLYGON ((-43.366783 -23.002169, -43.366775 -22.998569, -43.360646 -22.993585, -43.359677 -22.992786, -43.339163 -22.996245, -43.326572 -22.99602, -43.325665 -22.996377, -43.313934 -23.001651, -43.30569 -23.005112, -43.303073 -23.006175, -43.302853 -23.006367, -43.305226 -23.009075, -43.323645 -23.013495, -43.324996 -23.013475, -43.339547 -23.012297, -43.35864 -23.004389, -43.36359 -23.003441, -43.366783 -23.002169))"
"POLYGON ((-50.468467 -21.214158, -50.468655 -21.213646, -50.466855 -21.211157, -50.448454 -21.207092, -50.439436 -21.201156, -50.435908 -21.200883, -50.435654 -21.200865, -50.428185 -21.201359, -50.419701 -21.204369, -50.418994 -21.20466, -50.408151 -21.217389, -50.407683 -21.218804, -50.407905 -21.234565, -50.410899 -21.236076, -50.42152 -21.250737, -50.423927 -21.253414, -50.424688 -21.252729, -50.426308 -21.251278, -50.427704 -21.250026, -50.429555 -21.248357, -50.431401 -21.246691, -50.433008 -21.245259, -50.45184 -21.244815, -50.454542 -21.248168, -50.457601 -21.246271, -50.461717 -21.237976, -50.462184 -21.236969, -50.462189 -21.236888, -50.464369 -21.223676, -50.468467 -21.214158))"
"POLYGON ((-48.50559 -1.453867, -48.501321 -1.438859, -48.500518 -1.436589, -48.491333 -1.423456, -48.489295 -1.421801, -48.489269 -1.421804, -48.474627 -1.425938, -48.468326 -1.425778, -48.46188 -1.430776, -48.461846 -1.430815, -48.46162 -1.432568, -48.460259 -1.447777, -48.46042 -1.44802, -48.467121 -1.454179, -48.472308 -1.458157, -48.473618 -1.459087, -48.476724 -1.461135, -48.481294 -1.462554, -48.481714 -1.462558, -48.484432 -1.462576, -48.496758 -1.459515, -48.498904 -1.459019, -48.504318 -1.456899, -48.505527 -1.456246, -48.505708 -1.455959, -48.50559 -1.453867))"
"POLYGON ((-46.648846 -23.618702, -46.644468 -23.600906, -46.638517 -23.59725, -46.637585 -23.596715, -46.620702 -23.587872, -46.620315 -23.587875, -46.61848 -23.58965, -46.613633 -23.603694, -46.612452 -23.607051, -46.612157 -23.609524, -46.61605 -23.621453, -46.618682 -23.626615, -46.628257 -23.6341, -46.631851 -23.633887, -46.642344 -23.624631, -46.6487 -23.619049, -46.648771 -23.618882, -46.648776 -23.61887, -46.648846 -23.618702))"
"POLYGON ((-46.708995 -23.524773, -46.709023 -23.524501, -46.708335 -23.522979, -46.702966 -23.519094, -46.690878 -23.508212, -46.690213 -23.507811, -46.683241 -23.507517, -46.679644 -23.507366, -46.666092 -23.51054, -46.66486 -23.511847, -46.659686 -23.519627, -46.657545 -23.522847, -46.660915 -23.533683, -46.675134 -23.549003, -46.681416 -23.550718, -46.691421 -23.549396, -46.691857 -23.549238, -46.692071 -23.549138, -46.693485 -23.548188, -46.706137 -23.532228, -46.708011 -23.52892, -46.708995 -23.524773))"
"POLYGON ((-46.72512 -23.536751, -46.725115 -23.536726, -46.718178 -23.529415, -46.710116 -23.523329, -46.703255 -23.519064, -46.701968 -23.518275, -46.697164 -23.521038, -46.69591 -23.522904, -46.691863 -23.531696, -46.689259 -23.545642, -46.689273 -23.545894, -46.689732 -23.547272, -46.70348 -23.554534, -46.707728 -23.555116, -46.707816 -23.555129, -46.711356 -23.55373, -46.711592 -23.553521, -46.715726 -23.549781, -46.716625 -23.54897, -46.724765 -23.538175, -46.72512 -23.536751))"
"POLYGON ((-43.434974 -22.816497, -43.435886 -22.814027, -43.431463 -22.803394, -43.423955 -22.79612, -43.422969 -22.795732, -43.421386 -22.795502, -43.402111 -22.803258, -43.401544 -22.804049, -43.39309 -22.818216, -43.38506 -22.836319, -43.385004 -22.836912, -43.385176 -22.837145, -43.386709 -22.838328, -43.394507 -22.841535, -43.394942 -22.841696, -43.399519 -22.84247, -43.402896 -22.842149, -43.413664 -22.840579, -43.421831 -22.833306, -43.426261 -22.829269, -43.434974 -22.816497))"
